,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,neutral,optimism,pride,realization,relief,remorse,sadness,surprise,file,text
0,0.0035531739704310894,0.0007565265404991806,0.0010783348698168993,0.0029898977372795343,0.001951665268279612,0.0010455178562551737,0.9932326078414917,0.010707654058933258,0.00012994617281947285,0.006572388578206301,0.001688066404312849,0.0008823633543215692,0.0010401371400803328,0.0001530169101897627,0.0013568527065217495,0.001623268355615437,0.0011518856044858694,0.0011211951496079564,0.0009702089591883123,0.0013202079571783543,0.039017099887132645,0.0021685666870325804,0.00014522903074976057,0.0083732008934021,0.00043680882663466036,0.001953667029738426,0.00469783041626215,0.0029687760397791862,../emotextfiles/8081_neg_dying_describe.txt,"Uh, this video was a short montage, uh, of I guess the decline of a child’s health. Uh, you first saw him healthy and in the opening ten seconds of the video. Uh, I’m unsure whether it was the original child or his sibling that got unwell. But it ended with the child in a hospital bed saying make the most of what you’ve got."
1,0.0003902807948179543,0.000984044512733817,0.000184450633241795,0.0009501241729594767,0.00041291085653938353,0.0004496796173043549,0.005975884385406971,0.004837483633309603,0.00029475893825292587,0.012432043440639973,0.0032204370945692062,0.032744672149419785,0.05152703449130058,0.002062493236735463,0.015391912311315536,0.0005502084386534989,0.002956238342449069,0.0010628108866512775,0.00033075478859245777,0.005769590847194195,0.4126972556114197,0.0025011172983795404,0.000978057854808867,0.35048916935920715,0.0053485119715332985,0.0003383575822226703,0.0005636713467538357,0.05275692045688629,../emotextfiles/8089_neg_larva_describe.txt,"Oh my God. It was one of these, uh, survival nature guys out showing his, I guess one of his food tricks to people when they’re out in nature. Uh, he found a worm inside of a log and he took it. It was like a yellow, looked like a ringworm if-if I get a ringworm, right? Uh, and yeah, he ate it. And it was just starting to like squish like slime was coming out of the body. It was just not good."
2,0.0055165416561067104,0.0002990270731970668,0.0004985898267477751,0.00020726241928059608,0.016786228865385056,0.06703847646713257,0.001551969675347209,0.04021492227911949,0.0004934558528475463,0.0010462821228429675,0.0003574020811356604,0.002708821091800928,0.00093001255299896,0.00899896677583456,0.01098186057060957,0.0007926992839202285,0.06435903161764145,0.006477523595094681,0.0010183617705479264,0.006339853163808584,0.9096713662147522,0.0013217107625678182,0.010620636865496635,0.020313285291194916,0.026352087035775185,0.0017003265675157309,0.06051575019955635,0.01008096057921648,../emotextfiles/7005_neg_heart_describe.txt,"In this video, there is a young man who dies due to a heart disease, but after he dies, his heart is transplanted into another individual who is a bit older. And that is enough to save the old man's life. And then, the family of the son who died actually meets this man that he saved."
3,0.0019722653087228537,0.00024026802566368133,0.000542042835149914,0.004089920315891504,0.20584969222545624,0.004615321289747953,0.0028453113045543432,0.003756466554477811,0.001999234315007925,0.02065957337617874,0.014521175064146519,0.0019626158755272627,0.005930264946073294,0.24871399998664856,0.15358242392539978,0.0038562389090657234,0.00286561599932611,0.011082973331212997,0.0028914224822074175,0.620797872543335,0.002092653186991811,0.001981471898034215,0.003986552357673645,0.40941160917282104,0.028132550418376923,0.0018474417738616467,0.002215517684817314,0.006313155870884657,../emotextfiles/8081_neg_lightsout_feel.txt,"I didn’t like this video, [laughs]. I’m not a fan of scary movies. And I feel like this was a, like a flash horror kind of thing. Um, I also think I’ve seen it before, and so I knew what was coming. But, uh, yeah, it didn’t make me feel good per se. Um, it made me feel a little bit anxious and, uh, the suspense was killing me."
4,0.0003292245673947036,0.014849118888378143,0.0023348506074398756,0.004292424768209457,0.00024299549113493413,0.0006104884669184685,0.0024998888839036226,0.0009029326611198485,0.00023748625244479626,0.0010469830594956875,0.003822200931608677,0.705980122089386,0.008887574076652527,0.0006487233913503587,0.00907425582408905,0.0006145273218862712,0.0010908824624493718,0.011913708411157131,0.0002021292457357049,0.00041172068449668586,0.5869392156600952,0.0008928851457312703,0.00038243900053203106,0.003710509277880192,0.0008335693855769932,0.0002747565449681133,0.0003314112836960703,0.00046440225560218096,../emotextfiles/8018_neg_dying_describe.txt,"Um, there were some, uh, like, toddlers, uh, laughing and playing on the beach, at first. Um, and then, uh, there was, like, kind of a creepy montage, uh, where the kid seemed to, uh, get some kind of, uh, like, probably cancer. Um, and it showed a whole bunch of, uh, still images with some creepy sounds, um, with the kid in the hospital. And then, at the very end, um, the kid was talking, um, saying, make the most of the time you have."
5,0.005125817377120256,0.0004883533110842109,0.0003893989196512848,0.0014445087872445583,0.006641235202550888,0.0038274279795587063,0.009682193398475647,0.010137634351849556,0.0020020133815705776,0.002549979602918029,0.0015859251143410802,0.0012313213665038347,0.002780307549983263,0.007146800868213177,0.8851450085639954,0.000794753897935152,0.001298826071433723,0.0010167412692680955,0.0018576814327389002,0.5609187483787537,0.028785767033696175,0.0015804372960701585,0.00029133091447874904,0.020945975556969643,0.00038010443677194417,0.0003599609772209078,0.0015623680083081126,0.004166825674474239,../emotextfiles/8020_neg_coffer_describe.txt,"Uh, so, it felt like a scene from a-a scary movie, like, right away. Uh, there’s this woman who looks, like, really nervous our afraid of something, but also is like, can’t help but go and check it out. Um, and so it had that-that scary movie feeling kind of, like, straight away. And she went to go check out this box, and inside this box is, like, this deep, dark hole, um, that looks like it goes beyond the floor. So, it’s a bit mysterious, um, as to, like, what’s going on with the chest or the box. Uh, she –"
6,0.003593860426917672,0.0006229390273801982,0.020782217383384705,0.03216703608632088,0.0005851109162904322,0.00046656778431497514,0.49782559275627136,0.010447965003550053,0.0008938317187130451,0.13219426572322845,0.013406667858362198,0.005562151782214642,0.08367343991994858,0.0011304266517981887,0.008303133770823479,0.007048777304589748,0.004390341229736805,0.002047445857897401,0.0012186412932351232,0.005130081903189421,0.0014726122608408332,0.0023265236523002386,0.0008561518625356257,0.02951231226325035,0.005285193212330341,0.0015050095971673727,0.007732226513326168,0.9585878252983093,../emotextfiles/7061_neu_cafe_feel.txt,"I don’t know the word to describe how this video made me feel. I felt – I would just say I felt, uh, surprised, because [00:11:03 music playing] I don’t know what was happening in the video. But I think the video [00:11:15 unintelligible] oh shit. Oh shit. This is all – that’s all bad."
7,0.004433979745954275,0.9894983768463135,0.006461980286985636,0.0021160910837352276,0.012193592265248299,0.0060196234844625,0.004909266252070665,0.0028697019442915916,0.003111915197223425,0.0028386954218149185,0.005441055633127689,0.005824072286486626,0.0018111944664269686,0.003163633868098259,0.0009589339606463909,0.0008421032689511776,0.004249741788953543,0.5924855470657349,0.5808101892471313,0.0004146851715631783,0.0006210796418599784,0.012439978308975697,0.0004632970958482474,0.014429931528866291,0.00089297752128914,0.0017026544082909822,0.01213509775698185,0.00210463535040617,../emotextfiles/8039_joy_dogfail_feel.txt,"It was funny because, um, I like dogs and I really like it when dogs act kind of stupid. So, it was-it was funny to see them like have balls thrown at them and then not reacting or try-really trying to like reach for a ball, but then failing miserably. And it’s not because I like like to see dogs fail, it’s just because it’s so entertaining when they do fail. Or the one at the very beginning that tried to jump for the-the red thing and then missed and fell into a pool. It was just funny, and it was just fun to watch. So, and the music helped a lot. "
8,0.0003812530485447496,0.000535343075171113,0.000300032232189551,0.0007552296156063676,0.0007646573940292001,0.0006686901906505227,0.01696004346013069,0.004106833133846521,0.000535359897185117,0.001166963018476963,0.0005662133917212486,0.0010357280261814594,0.004111001268029213,0.00097870291210711,0.0025582292582839727,0.0003856145194731653,0.0008307156385853887,0.00039329694118350744,0.0003721399698406458,0.004661543760448694,0.9970121383666992,0.0012639781925827265,0.0004919320927001536,0.035752154886722565,0.0004919128841720521,0.000557075603865087,0.000719222764018923,0.0015082454774528742,../emotextfiles/8066_neu_yawn_describe.txt,"The video was just various people, um, of the same age yawning, um, they were just all yawning. And a couple of times the same people were, um, shown repeatedly. Um, as they beginning, begin to yawn and after yawn. Um, like I said, it seemed like everyone is similar to the same age. And it seems like they all would all hang out like outside of this video. Uh, they look like they all could be friends or of the same, um, social groups."
9,0.49254193902015686,0.004533201921731234,0.0015906896442174911,0.0008058543899096549,0.00227941176854074,0.002766794292256236,0.0014703513588756323,0.0017679090378805995,0.0005313382134772837,0.0013637695228680968,0.0018338757799938321,0.0012743341503664851,0.00024742152891121805,0.030955154448747635,0.00048090770724229515,0.007992436178028584,0.0012491620145738125,0.9881072640419006,0.0012925915652886033,0.00012738074292428792,0.0018346974393352866,0.00209578825160861,0.004294467158615589,0.0012240852229297161,0.009877799078822136,0.0005153624224476516,0.0023005325347185135,0.0013837115839123726,../emotextfiles/7067_joy_grandpa_feel.txt,"This video made me feel, um…made me feel good, good, because it’s somebody, somebody else who is going to have a grandchild. And made me feel good for them, happy for them – that they’re having a grandchild, and that they’re – that people are having a child again."
